lat,long,number_of_people
49.87639691,23.94271116,4
49.87558818,23.94591331,4
49.87573527,23.94619105,7
49.87557045,23.94567978,5
49.87576716,23.94600467,4
49.87576668,23.94531561,6
49.87582550,23.94570337,8
49.87582285,23.94505303,4
49.86808132,24.03125585,3
49.86881826,24.03210212,12
49.86846853,24.03144411,184
49.86863460,24.03320001,461
49.86890754,24.03254382,2
49.86895658,24.03282252,176
49.86908949,24.03366915,215
49.86837965,24.02950704,7
49.86816589,24.02965574,190
49.86924770,24.03409836,213
49.86922237,24.03439100,201
49.86977368,24.03757110,210
49.86885625,24.02922550,290
49.86901343,24.03501786,190
49.86986483,24.03812091,189
49.86994974,24.03862965,206
49.86937228,24.03685632,350
49.87015880,24.04087383,221
49.86907936,24.03744677,317
49.87021847,24.04147690,243
49.86834004,24.03063829,306
49.86926320,24.03781604,4
49.86958044,24.03811918,114
49.86935741,24.03837683,13
49.86936313,24.03897746,6
49.86939740,24.03933613,6
49.86991172,24.04151741,328
49.86855075,24.03050857,20
49.86968882,24.04278753,7
49.86870338,24.03093688,311
49.86873629,24.03159938,203
49.85446386,24.02528409,20
49.85524195,24.02812318,18
49.85425712,24.02379552,109
49.85477580,24.02757560,40
49.85331254,24.02184242,4
49.85480087,24.02709554,8
49.85470593,24.02734398,27
49.85300315,24.02104362,186
49.85366519,24.02381875,32
49.81260085,24.06974422,81
49.84548474,24.02910294,8
49.84567096,24.02928127,11
49.85349848,24.04009072,28
49.85326626,24.03596882,45
49.85338795,24.03636099,10
49.84604604,24.02905381,50
49.85329650,24.03663577,19
49.85335152,24.03707135,9
49.85446633,24.04449097,41
49.85376413,24.03735477,5
49.85339259,24.03744975,12
49.84586086,24.02930059,22
49.85347901,24.03820316,23
49.85350782,24.03840758,46
49.85353863,24.03872295,21
49.85358160,24.03914587,23
49.85363410,24.03968268,15
49.85365665,24.03988446,16
49.85368101,24.04012764,16
49.85376286,24.04086837,32
49.85698103,24.04656167,28
49.85381962,24.04137322,4
49.85715579,24.04670097,2
49.85387450,24.04159790,17
49.85387964,24.04183051,5
49.85744298,24.04705172,20
49.85390559,24.04216708,31
49.84622932,24.02903281,10
49.85757703,24.04712731,17
49.85393215,24.04241782,35
49.85395689,24.04265578,78
49.85410322,24.04290580,4
49.85829840,24.04768730,23
49.85403031,24.04331754,22
49.85843919,24.04780679,4
49.85420611,24.04371316,9
49.85844732,24.04818189,9
49.85471171,24.04424402,30
49.85876117,24.04807502,5
49.85487940,24.04444317,40
49.85506482,24.04460230,6
49.84648673,24.02890829,37
49.85547590,24.04495598,21
49.85591943,24.04485208,66
49.85570984,24.04516098,17
49.85628481,24.04542752,76
49.84663158,24.02904068,19
49.85699248,24.04575432,64
49.85709615,24.04633381,20
49.84659499,24.02883463,17
49.85732002,24.04647661,14
49.86527619,24.05493269,4
49.86630199,24.05508545,3
49.85778391,24.04686567,13
49.86625497,24.05565008,17
49.86658100,24.05500905,4
49.85798367,24.04709782,10
49.84675140,24.02895644,52
49.85812915,24.04702002,15
49.85844227,24.04682783,37
49.85861937,24.04621431,38
49.84670213,24.02879881,9
49.86188948,24.04980084,5
49.86185322,24.05035500,14
49.86977797,24.05766839,2
49.86248939,24.05028620,5
49.87004662,24.05826038,9
49.86221709,24.05066085,4
49.87049483,24.05820843,3
49.86294515,24.05051132,22
49.87133250,24.05880396,7
49.84678461,24.02871232,12
49.87210202,24.06031030,315
49.86672073,24.05314169,23
49.86683751,24.05356342,243
49.86722856,24.05299148,212
49.86730945,24.05425230,207
49.86780158,24.05387435,425
49.86829884,24.05509922,239
49.86858756,24.05454352,224
49.86931459,24.05595371,218
49.86935770,24.05499750,205
49.86987713,24.05563341,392
49.87147409,24.05777359,582
49.87256374,24.05868125,588
49.84701538,24.02855782,32
49.87338820,24.05933945,233
49.87406314,24.05984872,213
49.87498903,24.06001919,475
49.84744970,24.02877531,21
49.87249420,24.06101461,107
49.87259708,24.06031594,14
49.87491991,24.06102476,17
49.84710784,24.02853403,6
49.84567719,24.02908935,33
49.84783661,24.02861244,14
49.84796699,24.02858985,43
49.84735833,24.02830847,32
49.84747524,24.02819916,39
49.84864931,24.02842173,21
49.84775377,24.02840211,28
49.84966794,24.02916263,25
49.84793552,24.02836297,21
49.84812040,24.02829653,13
49.85092192,24.02952907,21
49.84824398,24.02800260,21
49.85097217,24.02961138,26
49.84844863,24.02816485,39
49.85109773,24.02982173,25
49.84860273,24.02813125,24
49.85116061,24.02992269,65
49.84878720,24.02809548,30
49.84586294,24.02907287,27
49.85173708,24.03183340,65
49.84906955,24.02810471,51
49.84916498,24.02812182,6
49.84936540,24.02817635,15
49.85219429,24.03323541,10
49.84950890,24.02822387,34
49.85228923,24.03335931,20
49.84960011,24.02825476,39
49.85233216,24.03348860,13
49.84973830,24.02830143,41
49.85240511,24.03370645,24
49.85248719,24.03394756,19
49.85258695,24.03421168,33
49.85294643,24.03511951,37
49.85106887,24.02934245,53
49.85290999,24.03561504,91
49.84559417,24.02927835,12
49.85318559,24.03713210,31
49.85228195,24.03261122,21
49.85233452,24.03295539,19
49.85241026,24.03318095,32
49.85316995,24.03954578,1
49.85266515,24.03398328,29
49.85344250,24.03955955,19
49.85280784,24.03434228,11
49.86715578,24.02704274,5
49.86699682,24.02734519,3
49.86679969,24.02675456,406
49.86694908,24.02637261,3
49.86710985,24.02688698,3
49.85722966,24.00762372,13
49.85741529,24.00654742,8
49.85750528,24.00580954,6
49.85764774,24.00555059,6
49.85751137,24.00502618,4
49.85721406,24.00586272,9
49.85757072,24.00467622,3
49.85736068,24.00548154,1
49.85776115,24.00442402,6
49.85738553,24.00503685,5
49.85747255,24.00360498,6
49.85725130,24.00444349,6
49.85748629,24.00332048,1
49.85719425,24.00374066,7
49.85738219,24.00291786,5
49.85683151,24.00333196,6
49.85683988,24.00403019,10
49.85730564,24.00700567,7
49.85735312,24.00254615,3
49.85694279,24.00448923,8
49.85681691,24.00292254,3
49.85694051,24.00318332,3
49.85667606,24.00297327,3
49.85744469,24.00758070,2
49.85732895,24.00676200,7
49.85734306,24.00647604,5
49.85746054,24.00706235,5
49.86937744,23.96819755,1
49.86947732,23.96747209,2
49.86966916,23.96738432,3
49.86996012,23.96734024,2
49.87175175,23.96585440,7
49.87247394,23.96554038,2
49.85908340,23.97690110,3
49.86164049,23.97270904,5
49.86155781,23.97355703,6
49.86290246,23.97109741,6
49.86288540,23.97232031,13
49.86386022,23.97034673,5
49.86412987,23.97031509,4
49.86445948,23.97063736,6
49.86566280,23.96944247,1
49.86506441,23.97019603,16
49.86463096,23.97027497,7
49.86531657,23.97035187,4
49.86493546,23.97045004,10
49.86555332,23.97051316,6
49.86520737,23.97062711,5
49.86574228,23.97023758,19
49.86549733,23.97081321,15
49.86586782,23.96949167,14
49.86593609,23.96924503,8
49.86524700,23.96961106,5
49.86481152,23.96988280,5
49.82709015,24.05023933,4
49.82703427,24.05055898,5
49.82696738,24.05090155,4
49.81803279,23.99841211,20
49.81765830,23.99719482,5
49.81735778,23.99710864,10
49.81823592,23.99714665,19
49.81953796,23.99834690,13
49.81929450,23.99782816,3
49.81947261,23.99787855,6
49.81974774,23.99807706,5
49.81988460,23.99811685,5
49.82045422,23.99858114,9
49.81804473,23.99731096,5
49.82036684,23.99867895,4
49.82021381,23.99874582,3
49.82012703,23.99859557,9
49.81966236,23.99847122,3
49.81963978,23.99876155,6
49.81929929,23.99810427,13
49.81791600,23.99719685,7
49.81923299,23.99806689,16
49.81778256,23.99723629,3
49.81745082,23.99753074,8
49.84394839,24.01515285,42
49.84423244,24.01481412,17
49.84439131,24.01531036,43
49.84429419,24.01504128,33
49.84469285,24.01562532,30
49.84447336,24.01512219,9
49.84465781,24.01517988,14
49.84467060,24.01496911,7
49.84359335,24.01479132,29
49.84376426,24.01485219,31
49.84393330,24.01491800,34
49.84380191,24.01510244,28
49.84405194,24.01496382,26
49.81770131,23.98444992,4
49.81780011,23.98422674,10
49.81781333,23.98354456,7
49.81794412,23.98359770,1
49.81747755,23.98591670,4
49.81760739,23.98478349,10
49.80288976,24.03357090,20
49.79787092,24.03347912,9
49.80190892,24.03654603,7
49.83780172,24.00480930,19
49.83851577,24.00469941,8
49.83878307,24.00439399,15
49.83864093,24.00464796,13
49.83876806,24.00459506,15
49.83774577,24.00503756,21
49.83799228,24.00473256,13
49.83841691,24.00453940,28
49.83861807,24.00445884,17
49.79487697,24.05041843,379
49.79596782,24.05032033,216
49.79639312,24.04937773,437
49.79617226,24.04766793,854
49.79597886,24.04817404,397
49.79703178,24.04795022,466
49.79533384,24.04763260,267
49.79557282,24.04674062,245
49.79698324,24.04678091,438
49.79794225,24.04625408,578
49.79555845,24.04595795,611
49.79502396,24.04455594,195
49.79492083,24.04341443,223
49.79483446,24.04262470,348
49.79552296,24.04244919,119
49.79592922,24.04285305,189
49.79590840,24.04345526,205
49.79566024,24.04408193,222
49.79562949,24.04154041,183
49.79600264,24.04095540,210
49.79608396,24.04010066,207
49.79536788,24.05111806,272
49.79669558,24.04038994,184
49.79693273,24.03953024,230
49.79750283,24.04002121,218
49.79799183,24.03945956,234
49.83075015,24.00038160,4
49.83055478,24.00159837,19
49.83012766,24.00128500,65
49.83090009,24.00080000,175
49.83030844,24.00101136,3
49.83071286,24.00134592,15
49.83052290,24.00070896,7
49.83095157,24.00122961,22
49.83058553,24.00043731,6
49.80280607,24.02133056,8
49.80254078,24.02689461,8
49.80084793,24.05050114,719
49.80127747,24.04928444,342
49.80150394,24.05003731,377
49.80169975,24.04306036,1
49.80140909,24.05145646,306
49.80198020,24.05292885,624
49.80151464,24.05555063,430
49.80193260,24.02986869,6
49.80203518,24.02950260,6
49.80178649,24.03025088,13
49.80180887,24.03056911,6
49.80196967,24.02093026,7
49.80266507,24.03139074,22
49.80218313,24.02967458,10
49.80236524,24.02981732,11
49.80221766,24.02110727,6
49.80249719,24.02118470,8
49.82170398,24.00073024,57
49.82178741,24.00146722,1
49.82168033,24.00087639,10
49.82165764,24.00101658,4
49.82179312,24.00168345,1
49.82160896,24.00131055,15
49.82168649,24.00208333,3
49.82157148,24.00154386,6
49.82166479,24.00221007,1
49.82156323,24.00287086,10
49.82148736,24.00202916,6
49.82201758,24.00007306,27
49.82200111,24.00072790,18
49.83182636,23.96205398,1
49.83186516,23.96202517,1
49.83138201,23.96239349,5
49.83154454,23.96226627,3
49.83173573,23.96212299,4
49.83428165,24.06187124,6
49.83425942,24.06205154,19
49.83421276,24.06225113,11
49.83417526,24.06241027,7
49.83410141,24.06270288,6
49.83457682,24.06089132,11
49.83402877,24.06302736,9
49.83400789,24.06326138,5
49.83409323,24.06381119,8
49.83373649,24.06417727,3
49.83445132,24.06134817,4
49.83434757,24.06161457,6
49.84925214,24.02406789,2
49.84927128,24.02265939,6
49.84925593,24.02380694,22
49.84925793,24.02356377,13
49.84926599,24.02303029,16
49.85702269,24.02592109,1
49.85701633,24.02558440,8
49.85703670,24.02517402,9
49.85680596,24.02553677,4
49.85706379,24.02495928,11
49.85698644,24.02467684,4
49.85676059,24.02499653,7
49.85670250,24.02448530,4
49.85673554,24.02489916,5
49.85712034,24.02647877,9
49.83624415,23.96417879,11
49.83641192,23.96389751,7
49.83616052,23.96481844,6
49.83621440,23.96506439,4
49.83617618,23.96469674,6
49.83623770,23.96492088,4
49.83621461,23.96446374,2
49.83627750,23.96474558,11
49.83623660,23.96428838,4
49.83777958,24.03013425,11
49.83741163,24.02948300,23
49.83771234,24.02994144,13
49.83729142,24.02916343,35
49.83722186,24.02900961,32
49.83750055,24.02936839,10
49.83741399,24.02912494,13
49.83651682,24.02759720,11
49.83659171,24.02802666,21
49.83642490,24.02743133,21
49.83651296,24.02790146,7
49.83561416,24.02659144,20
49.83552175,24.02619783,30
49.83780520,24.03065057,40
49.84006527,24.06503469,1
49.84013552,24.06531147,2
49.84017819,24.06542450,5
49.82422689,24.00636070,4
49.82417794,24.00597752,7
49.82443316,24.00617161,14
49.82465540,24.00607130,2
49.82591008,24.00803589,3
49.82584242,24.00828125,1
49.82483986,24.00659639,5
49.82586971,24.00821731,4
49.82572350,24.00850970,4
49.82512557,24.00667625,7
49.82527503,24.00683112,4
49.82546073,24.00704372,20
49.82565393,24.00718599,8
49.82578040,24.00735297,5
49.82571303,24.00766984,11
49.82479874,24.00684390,2
49.82351736,24.00659362,2
49.85613868,24.01588565,5
49.85612352,24.01603412,3
49.85608719,24.01638619,5
49.85614556,24.01659426,1
49.85611178,24.01700803,9
49.85620876,24.01476846,10
49.83604716,24.06258227,128
49.83580278,24.06121792,4
49.83576892,24.06096424,1
49.83562372,24.06101375,3
49.83442773,24.06073352,38
49.83397801,24.06083541,7
49.83431615,24.06046188,19
49.83364798,24.06090292,1
49.83340415,24.06063034,12
49.83287222,24.06161207,12
49.83169738,24.06128831,3
49.83633060,24.06227157,51
49.83044302,24.06528807,20
49.83594419,24.06188304,3
49.83625816,24.06190884,185
49.83595167,24.06169524,14
49.83561743,24.06124479,9
49.83060583,24.03632479,9
49.83144635,24.03750362,10
49.83156251,24.03730686,3
49.83164406,24.03738352,10
49.83076494,24.03689597,8
49.83083147,24.03663206,10
49.83085000,24.03697760,4
49.83091362,24.03670985,1
49.83109065,24.03719242,3
49.83120392,24.03697379,2
49.83116635,24.03726461,8
49.83128144,24.03704768,4
49.85618168,24.05983886,2
49.85639078,24.05798623,1
49.85614874,24.06022050,4
49.85634072,24.05855695,102
49.85659617,24.05466738,16
49.85647216,24.05588175,21
49.85660082,24.05545703,3
49.85665021,24.05567078,5
49.83952349,24.04532482,28
49.83942232,24.04545910,3
49.83879825,24.04452042,11
49.83936691,24.04526298,22
49.83846962,24.04420635,95
49.83931779,24.04508524,20
49.83823477,24.04404147,10
49.84051336,24.04696886,14
49.83829648,24.04461127,89
49.83808795,24.04391160,23
49.83784365,24.04354982,18
49.83772533,24.04342168,39
49.83759637,24.04329027,17
49.83767586,24.04310058,27
49.84033276,24.04687761,19
49.84011523,24.04678845,26
49.87525709,23.95028475,7
49.87597953,23.95193250,2
49.87575098,23.95256816,3
49.87572968,23.95130977,1
49.87531113,23.95057124,8
49.87601703,23.95156927,9
49.87562015,23.95106751,6
49.87624805,23.95186171,2
49.87612036,23.95144687,4
49.87651702,23.95210835,5
49.83929151,24.04205927,11
49.83803173,24.04215578,29
49.83916817,24.04204757,13
49.83904364,24.04203490,15
49.83892771,24.04202710,13
49.83881132,24.04201810,23
49.83868579,24.04200916,18
49.83858865,24.04200246,19
49.83845700,24.04199636,21
49.83834924,24.04198638,14
49.83819905,24.04197215,13
49.83900748,24.04223219,14
49.83802313,24.04195377,17
49.83964720,24.04208451,10
49.83881493,24.04221905,14
49.83951567,24.04208000,9
49.83852737,24.04219731,35
49.83941878,24.04206866,18
49.83831587,24.04217994,22
49.84587662,23.97539015,4
49.84595438,23.97537063,8
49.84608234,23.97529171,4
49.84647780,23.97536166,2
49.84621219,23.97530102,3
49.84657030,23.97513761,22
49.84713128,23.97509439,6
49.84671156,23.97512295,3
49.84722495,23.97505718,6
49.84692732,23.97497028,8
49.84717253,23.97493344,3
49.84749622,23.97515443,2
49.84741556,23.97483727,6
49.84776942,23.97496672,5
49.84751670,23.97467500,3
49.84791784,23.97478205,13
49.84781673,23.97466938,4
49.84796206,23.97461654,2
49.84836255,23.97461971,1
49.84820511,23.97452675,4
49.84850364,23.97466704,9
49.84828499,23.97450176,2
49.84848061,23.97440605,3
49.84880336,23.97446540,8
49.84862461,23.97437058,4
49.84880397,23.97427308,2
49.84904569,23.97421428,8
49.84924981,23.97414499,4
49.84948490,23.97404511,7
49.84566990,23.97544371,8
49.84966398,23.97416035,2
49.84991386,23.97382247,2
49.84976474,23.97407987,2
49.85001586,23.97372952,7
49.85026537,23.97366279,6
49.84592463,23.97550477,4
49.85054245,23.97352952,12
49.85019050,23.97387735,9
49.85092790,23.97311608,1
49.85035204,23.97378726,5
49.84572023,23.97525649,2
49.85070005,23.97361474,5
49.85107362,23.97301295,2
49.85118869,23.97332820,4
49.85127375,23.97328951,3
49.85140654,23.97324053,5
49.87040755,24.05475202,204
49.86925477,24.05380914,214
49.86878191,24.05280119,420
49.86731528,24.05195079,342
49.86804791,24.05129127,14
49.86738145,24.05096211,210
49.87019193,24.05450013,158
49.86789940,24.05107308,7
49.86723397,24.05039238,225
49.86777919,24.05083011,4
49.86788598,24.05150935,1
49.86769116,24.05061112,3
49.86761749,24.05034136,3
49.86755897,24.05012597,12
49.86974975,24.05488104,220
49.86751650,24.04793107,1
49.86765984,24.04771445,9
49.86780051,24.04787274,3
49.86800355,24.04783850,2
49.86975348,24.05387693,4
49.86836485,24.04778049,2
49.86861466,24.04777985,7
49.86882740,24.04777550,2
49.86936556,24.05349608,3
49.84303128,23.97543609,2
49.84314306,23.97527634,7
49.84311925,23.97542194,5
49.84321876,23.97523797,3
49.84321030,23.97539994,3
49.84329737,23.97537898,1
49.84340299,23.97521660,4
49.84346868,23.97534026,2
49.84364721,23.97528669,4
49.84363465,23.97516079,3
49.84381963,23.97524896,3
49.84378922,23.97512035,1
49.84393926,23.97530551,5
49.84387395,23.97510813,4
49.84419333,23.97535149,4
49.84406020,23.97506100,5
49.84412971,23.97504712,3
49.84271580,23.97513231,1
49.84419757,23.97503243,3
49.84430565,23.97500438,2
49.84440144,23.97497884,2
49.84452327,23.97494891,10
49.84557601,23.97475859,1
49.84569639,23.97474207,4
49.84593568,23.97467499,5
49.84602722,23.97445473,3
49.84616307,23.97440741,9
49.84645282,23.97431799,2
49.84698702,23.97411580,8
49.84823664,23.97387208,17
49.84741140,23.97399265,9
49.84265596,23.97551833,6
49.84853298,23.97377583,4
49.84814271,23.97371192,19
49.84836886,23.97360035,9
49.84872035,23.97369560,6
49.84855181,23.97351130,8
49.84886323,23.97361182,12
49.84904665,23.97328773,1
49.84901856,23.97353344,4
49.84928271,23.97341953,5
49.84951325,23.97334918,8
49.84947827,23.97313704,2
49.84986928,23.97320254,1
49.85000369,23.97313564,6
49.84998044,23.97290187,4
49.84274032,23.97526989,1
49.84293937,23.97549708,7
49.85032460,23.97298676,4
49.85016872,23.97282913,3
49.85047628,23.97291500,13
49.85032731,23.97276932,10
49.85070174,23.97280628,4
49.85051929,23.97264366,3
49.85108392,23.97264293,5
49.85089309,23.97246409,8
49.84291340,23.97531625,9
49.85104716,23.97239935,6
49.86070597,23.96997901,1
49.86097032,23.97005229,3
49.86111136,23.96970691,2
49.86107402,23.96915042,8
49.86120984,23.96951812,10
49.86133160,23.96923021,2
49.86137625,23.96859232,1
49.86142409,23.96902869,10
49.86144395,23.96847730,1
49.86166504,23.96842581,1
49.86182545,23.96781991,7
49.86157050,23.96809905,6
49.86175150,23.96759598,14
49.86180452,23.96730307,17
49.86263928,23.96570406,3
49.86278265,23.96551576,1
49.86264870,23.96514940,6
49.86284496,23.96524709,2
49.86083337,23.97051176,8
49.86293720,23.96490426,2
49.86318227,23.96473393,2
49.86319463,23.96454634,3
49.86079597,23.97024915,3
49.86083523,23.96964196,5
49.86093567,23.97012439,6
49.86091023,23.96937368,4
49.81422969,24.02274476,48
49.84104985,24.00124197,8
49.84115714,24.00122337,7
49.84525657,24.03105936,30
49.84586467,24.03039765,9
49.84545041,24.03079364,12
49.84585368,24.03025372,23
49.85641882,24.00997732,5
49.85679022,24.00646680,10
49.85659788,24.00882494,7
49.85660437,24.00853925,6
49.85660696,24.00811365,5
49.85660277,24.00790812,16
49.85675703,24.00917131,3
49.85650262,24.00773389,3
49.85661076,24.00743064,8
49.85663830,24.00709216,5
49.85662315,24.00688165,6
49.85661868,24.00668769,11
49.85653655,24.00973942,2
49.85652408,24.00631380,7
49.85665024,24.00620589,3
49.85660244,24.00954910,6
49.85679304,24.00716203,9
49.85650486,24.00920852,4
49.85679537,24.00692721,9
49.85660344,24.00905716,2
49.81970233,23.96896366,3
49.81948804,23.96902405,4
49.81936941,23.96902768,3
49.81951965,23.96811356,7
49.81908938,23.96879579,1
49.81880639,23.96834183,17
49.81866438,23.96845913,3
49.81852383,23.96886127,1
49.81941908,23.96932066,56
49.81818905,23.96891956,17
49.81915720,23.96913030,8
49.81790352,23.96883474,5
49.81884159,23.96918561,4
49.81784823,23.96887922,3
49.81869003,23.96928606,11
49.81768154,23.96894871,19
49.81858397,23.96946416,5
49.81739527,23.96888930,2
49.81844886,23.96950725,9
49.81814234,23.96924974,3
49.81798327,23.96929442,6
49.81771087,23.96964874,2
49.81748260,23.96961167,12
49.81742153,23.96939182,4
49.81587856,23.96981739,2
49.86026967,23.96840023,4
49.86005779,23.96823664,1
49.79752275,24.04473292,843
49.79814388,24.04424873,117
49.79853681,24.04070513,318
49.79815991,24.04354476,128
49.79846038,24.04297379,118
49.79937820,24.04363128,265
49.79947943,24.04520306,494
49.79912673,24.04430616,427
49.79980503,24.04390312,224
49.79993651,24.04313296,238
49.79989681,24.04248430,193
49.79968050,24.04178132,220
49.79935185,24.04125887,217
49.79882764,24.04527849,229
49.79840546,24.04182463,332
49.79832068,24.04489068,121
49.84129231,24.06549056,8
49.84159602,24.06528687,8
49.84195072,24.06414359,4
49.84165967,24.06518906,13
49.84172300,24.06509190,16
49.84188134,24.06483385,10
49.84116721,24.06583551,6
49.84210067,24.06486680,8
49.84201270,24.06448248,9
49.84208741,24.06424542,10
49.84135715,24.06539523,5
49.84134842,24.06566665,3
49.84146827,24.06548271,4
49.83397174,24.01509356,12
49.82700684,24.00328051,11
49.82693222,24.00318703,20
49.82682473,24.00304205,7
49.82653243,24.00263554,15
49.82642690,24.00248655,25
49.82633512,24.00237298,3
49.82538419,24.00135421,435
49.82324050,24.00051171,13
49.82288045,24.00022861,32
49.82273213,24.00013087,6
49.83306585,24.01370933,33
49.83390749,24.01497032,6
49.82241607,23.99993360,9
49.82214750,23.99974188,18
49.82478531,24.00114157,3
49.82172835,23.99947125,10
49.82469371,24.00107064,6
49.82153962,23.99937680,2
49.82354510,24.00028828,11
49.82301782,23.99967654,34
49.82257123,23.99950893,98
49.83378996,24.01474873,25
49.83279423,24.01345101,20
49.82214807,23.99944595,16
49.82201371,23.99925407,13
49.82192197,23.99918575,10
49.83354001,24.01424624,31
49.82179605,23.99914409,4
49.83276832,24.01313379,14
49.83348376,24.01412334,16
49.83258981,24.01276179,10
49.83337548,24.01390856,28
49.83325381,24.01366438,20
49.83310798,24.01336473,46
49.83198473,24.01154033,6
49.83296402,24.01308060,8
49.83191373,24.01140077,10
49.83285415,24.01286183,26
49.83172033,24.01101043,7
49.83400232,24.01564757,5
49.83271940,24.01258565,16
49.83156357,24.01068976,49
49.83263948,24.01242027,8
49.83147126,24.01049716,8
49.83258648,24.01231308,15
49.83249095,24.01211414,26
49.83230014,24.01175573,45
49.83427936,24.01572276,21
49.83220771,24.01156221,16
49.83210604,24.01136568,19
49.83203682,24.01122623,32
49.83193961,24.01103607,16
49.83066352,24.00888140,31
49.83166556,24.01047322,34
49.83037417,24.00833916,17
49.83159332,24.01025512,22
49.83031258,24.00822257,16
49.83143691,24.01001129,40
49.83022985,24.00805565,22
49.83109985,24.00934847,47
49.83119613,24.00863341,96
49.82972497,24.00735191,68
49.83421583,24.01557209,32
49.83078994,24.00873183,34
49.83065336,24.00846757,21
49.82878859,24.00610581,15
49.83046826,24.00811048,19
49.83350219,24.01458508,16
49.82907768,24.00601052,21
49.82790585,24.00492604,11
49.82895545,24.00584503,16
49.82771931,24.00468194,36
49.82885982,24.00571555,15
49.82760218,24.00453167,19
49.83406219,24.01527887,26
49.82875949,24.00557970,11
49.82750079,24.00439446,3
49.82743467,24.00430828,3
49.82819973,24.00484436,96
49.82704443,24.00379094,10
49.83340690,24.01439886,13
49.82708348,24.00338064,13
49.82644409,24.00298080,12
49.85971322,24.03561906,5
49.85978453,24.03573048,7
49.85920085,24.03458089,2
49.84072661,24.00323005,64
49.84088938,24.00225190,36
49.84076146,24.00171923,18
49.84076355,24.00152182,9
49.84076759,24.00124344,12
49.84086544,24.00343773,43
49.84092165,24.00085977,2
49.84078174,24.00084032,20
49.84092349,24.00071469,43
49.84078533,24.00048371,10
49.84092601,24.00051365,17
49.84079101,24.00020041,5
49.84111897,24.00066511,6
49.84077938,23.99996796,1
49.84075003,23.99977941,16
49.84072928,24.00299859,10
49.84071835,23.99958243,4
49.84087126,24.00313121,26
49.84056039,24.00285143,14
49.84074663,24.00240264,66
49.84088408,24.00251429,23
49.84075745,24.00197797,56
49.85388910,24.06125843,10
49.85400511,24.06031732,3
49.85397372,24.06046440,4
49.85395278,24.06075158,3
49.81815756,24.07176564,670
49.81697846,24.07064418,719
49.81734079,24.07175253,287
49.81567215,24.07356454,222
49.81739745,24.06919567,618
49.81785286,24.07012372,382
49.81806635,24.07210496,480
49.81933827,24.07184337,573
49.81249336,24.04703930,7
49.81218215,24.04811062,8
49.81212513,24.04844131,16
49.81232434,24.04704022,13
49.81244220,24.04743965,5
49.81228841,24.04734602,12
49.81222851,24.04768294,13
49.84213033,24.03025448,4
49.84215987,24.02983779,1
49.84222088,24.03015930,5
49.84220310,24.03004351,4
49.84774371,24.00192036,12
49.84775397,24.00178555,20
49.84781402,24.00160525,21
49.85042714,23.99263004,16
49.84796053,24.00120084,87
49.85050375,23.99246793,10
49.84448648,24.01062814,19
49.85088906,23.99026391,54
49.85133439,23.99074063,20
49.84289292,24.01711398,31
49.84460564,24.01028539,45
49.85106355,23.99200801,17
49.85270394,23.99177491,652
49.85175134,23.99058325,122
49.85191999,23.99021462,7
49.85814804,23.97473912,5
49.84298045,24.01653831,22
49.85226394,23.98941326,155
49.85820932,23.97461233,3
49.85241294,23.98908683,8
49.85263474,23.98862943,104
49.85836232,23.97422600,11
49.85280004,23.98836945,14
49.85319133,23.98770877,14
49.84469590,24.01002109,17
49.85331634,23.98750228,78
49.85345718,23.98727958,6
49.85449994,23.98429723,47
49.84300392,24.01633498,19
49.85921918,23.97219564,2
49.85933871,23.97188409,9
49.85983618,23.97065604,12
49.85999149,23.97010861,15
49.86015298,23.96982418,1
49.86030380,23.96956621,8
49.86025897,23.96941377,2
49.84302635,24.01615432,35
49.85983435,23.96928613,20
49.86039423,23.96932129,3
49.85595848,23.98083719,44
49.86045400,23.96891863,3
49.86062948,23.96875700,5
49.86070178,23.96856684,3
49.86077355,23.96837735,4
49.86086538,23.96807233,3
49.86096334,23.96795565,6
49.86106777,23.96769685,3
49.84305836,24.01590762,25
49.85860739,23.97477285,16
49.86128278,23.96709307,6
49.86158175,23.96638226,6
49.86161309,23.96611079,10
49.86163712,23.96606939,8
49.86160479,23.96584519,6
49.86179341,23.96573990,4
49.84310679,24.01559109,29
49.86199198,23.96538985,5
49.86203723,23.96522371,2
49.86208860,23.96502110,6
49.86220638,23.96472980,9
49.86031879,23.97017221,5
49.86222495,23.96443572,1
49.86241144,23.96431271,4
49.86050881,23.96968109,4
49.86250103,23.96408658,2
49.86058891,23.96952228,7
49.86267192,23.96372270,6
49.86067618,23.96933857,3
49.86274861,23.96357920,3
49.84316168,24.01529922,29
49.86070775,23.96916140,12
49.86288158,23.96313223,8
49.86075371,23.96905847,4
49.86286992,23.96302745,1
49.86095657,23.96899300,11
49.86289507,23.96274930,3
49.86104563,23.96869641,5
49.86297357,23.96247031,5
49.86102785,23.96846840,5
49.86110292,23.96823619,3
49.86117757,23.96808744,6
49.86335395,23.96210031,18
49.86120625,23.96800226,3
49.86327740,23.96207214,2
49.86126096,23.96783937,4
49.86137988,23.96754641,8
49.86313774,23.96124731,18
49.84324329,24.01496611,35
49.86357001,23.96135272,4
49.86152646,23.96718510,26
49.86360072,23.96116014,1
49.86176674,23.96663706,2
49.86371893,23.96078079,2
49.86198574,23.96605992,1
49.86380505,23.96058293,2
49.86382602,23.96040587,6
49.86218977,23.96572113,8
49.86408370,23.96014294,2
49.86217477,23.96561621,1
